video,mos
UGC0067_720x1280_30_crf_47.mp4,1.1765
UGC0068_720x1280_30_crf_00.mp4,3.8056
UGC0068_720x1280_30_crf_17.mp4,4.0278
UGC0068_720x1280_30_crf_22.mp4,3.9722
UGC0068_720x1280_30_crf_27.mp4,3.6944
UGC0068_720x1280_30_crf_32.mp4,3.3333
UGC0068_720x1280_30_crf_37.mp4,2.7778
UGC0068_720x1280_30_crf_42.mp4,1.75
UGC0068_720x1280_30_crf_47.mp4,1.2778
UGC0069_1280x720_30_crf_00.mp4,4.6875
UGC0069_1280x720_30_crf_17.mp4,4.7188
UGC0069_1280x720_30_crf_22.mp4,4.5312
UGC0069_1280x720_30_crf_27.mp4,4.5
UGC0069_1280x720_30_crf_32.mp4,4.0312
UGC0069_1280x720_30_crf_37.mp4,3.125
UGC0069_1280x720_30_crf_42.mp4,1.9688
UGC0069_1280x720_30_crf_47.mp4,1.25
UGC0070_720x1280_30_crf_00.mp4,4.3824
UGC0070_720x1280_30_crf_17.mp4,4.4118
UGC0070_720x1280_30_crf_22.mp4,4.4118
UGC0070_720x1280_30_crf_27.mp4,3.9706
UGC0070_720x1280_30_crf_32.mp4,3.5588
UGC0070_720x1280_30_crf_37.mp4,2.4706
UGC0070_720x1280_30_crf_42.mp4,1.7647
UGC0070_720x1280_30_crf_47.mp4,1.1471
UGC0071_720x1280_30_crf_00.mp4,3.8966
UGC0071_720x1280_30_crf_17.mp4,4.1379
UGC0071_720x1280_30_crf_22.mp4,4.0
UGC0071_720x1280_30_crf_27.mp4,3.8621
UGC0071_720x1280_30_crf_32.mp4,3.7241
UGC0071_720x1280_30_crf_37.mp4,2.6897
UGC0071_720x1280_30_crf_42.mp4,1.2759
UGC0071_720x1280_30_crf_47.mp4,1.069
UGC0072_720x1280_30_crf_00.mp4,4.129
UGC0072_720x1280_30_crf_17.mp4,4.0645
UGC0072_720x1280_30_crf_22.mp4,4.0323
UGC0072_720x1280_30_crf_27.mp4,3.8387
UGC0072_720x1280_30_crf_32.mp4,3.4839
UGC0072_720x1280_30_crf_37.mp4,2.4839
UGC0072_720x1280_30_crf_42.mp4,1.3548
UGC0072_720x1280_30_crf_47.mp4,1.0645
UGC0073_1280x720_30_crf_00.mp4,4.6176
UGC0073_1280x720_30_crf_17.mp4,4.5294
UGC0073_1280x720_30_crf_22.mp4,4.4118
UGC0073_1280x720_30_crf_27.mp4,4.2941
UGC0073_1280x720_30_crf_32.mp4,3.4412
UGC0073_1280x720_30_crf_37.mp4,2.3529
UGC0073_1280x720_30_crf_42.mp4,1.7647
UGC0073_1280x720_30_crf_47.mp4,1.0294
UGC0074_720x1280_30_crf_00.mp4,4.5833
UGC0074_720x1280_30_crf_17.mp4,4.3889
UGC0074_720x1280_30_crf_22.mp4,4.3889
UGC0074_720x1280_30_crf_27.mp4,4.3611
UGC0074_720x1280_30_crf_32.mp4,3.8611
UGC0074_720x1280_30_crf_37.mp4,3.0
UGC0074_720x1280_30_crf_42.mp4,1.9444
UGC0074_720x1280_30_crf_47.mp4,1.1389
UGC0075_720x1280_30_crf_00.mp4,4.25
UGC0075_720x1280_30_crf_17.mp4,4.225
UGC0075_720x1280_30_crf_22.mp4,4.25
UGC0075_720x1280_30_crf_27.mp4,4.325
UGC0075_720x1280_30_crf_32.mp4,4.075
UGC0075_720x1280_30_crf_37.mp4,3.425
UGC0075_720x1280_30_crf_42.mp4,2.55
UGC0075_720x1280_30_crf_47.mp4,1.35
UGC0076_1280x720_30_crf_00.mp4,4.3235
UGC0076_1280x720_30_crf_17.mp4,4.4706
UGC0076_1280x720_30_crf_22.mp4,4.2941
UGC0076_1280x720_30_crf_27.mp4,4.1176
UGC0076_1280x720_30_crf_32.mp4,3.4118
UGC0076_1280x720_30_crf_37.mp4,2.5294
UGC0076_1280x720_30_crf_42.mp4,1.3529
UGC0076_1280x720_30_crf_47.mp4,1.0294
UGC0077_1280x720_30_crf_00.mp4,4.6562
UGC0077_1280x720_30_crf_17.mp4,4.5312
UGC0077_1280x720_30_crf_22.mp4,4.5625
UGC0077_1280x720_30_crf_27.mp4,4.2188
UGC0077_1280x720_30_crf_32.mp4,3.9375
UGC0077_1280x720_30_crf_37.mp4,2.9688
UGC0077_1280x720_30_crf_42.mp4,1.7812
UGC0077_1280x720_30_crf_47.mp4,1.0312
UGC0079_1280x720_30_crf_00.mp4,4.5
UGC0079_1280x720_30_crf_17.mp4,4.5667
UGC0079_1280x720_30_crf_22.mp4,4.4333
UGC0079_1280x720_30_crf_27.mp4,4.3
UGC0079_1280x720_30_crf_32.mp4,3.8667
UGC0079_1280x720_30_crf_37.mp4,2.4667
UGC0079_1280x720_30_crf_42.mp4,1.5
UGC0079_1280x720_30_crf_47.mp4,1.1667
